date,t,co
2012-07-12,303.30865,9.275489e-08
2012-07-13,302.83337,9.2153584e-08
2012-07-14,303.38525,9.1449614e-08
2012-07-15,303.73715,8.857458e-08
2012-07-16,303.7884,7.079147e-08
2012-07-17,303.8489,6.9019386e-08
2012-07-18,303.32547,8.096567e-08
2012-07-19,303.04526,8.197347e-08
2012-07-20,303.21854,9.305873e-08
2012-07-21,303.27368,9.7067364e-08
2012-07-22,303.59265,9.582818e-08
2012-07-23,303.62512,1.01204975e-07
2012-07-24,303.56396,1.0078336e-07
2012-07-25,303.485,8.80257e-08
2012-07-26,303.5114,8.1789054e-08
2012-07-27,302.94724,8.69117e-08
2012-07-28,303.32382,8.726782e-08
2012-07-29,303.15454,8.7903295e-08
2012-07-30,302.93552,8.654666e-08
2012-07-31,302.619,9.384065e-08
2012-08-01,302.61105,9.2606115e-08
2012-08-02,303.06985,7.652693e-08
2012-08-03,302.93637,7.913694e-08
2012-08-04,303.3142,7.999642e-08
2012-08-05,304.21808,7.870591e-08
2012-08-06,303.71185,8.683956e-08
2012-08-07,303.51486,8.068042e-08
2012-08-08,303.30048,7.1450344e-08
2012-08-09,303.1538,7.1085076e-08
2012-08-10,303.7335,7.974231e-08
2012-08-11,303.48422,8.813298e-08
2012-08-12,303.17297,8.400218e-08
2012-08-13,303.16306,8.5198195e-08
2012-08-14,302.73517,9.372156e-08
2012-08-15,302.36188,8.547451e-08
2012-08-16,302.40704,9.262623e-08
2012-08-17,302.44568,8.8448814e-08
2012-08-18,302.48047,9.1522004e-08
2012-08-19,302.2274,9.729223e-08
2012-08-20,302.5462,1.0601819e-07
2012-08-21,302.7482,9.432339e-08
2012-08-22,303.35626,8.998852e-08
2012-08-23,303.33392,1.12229046e-07
2012-08-24,302.72968,9.593738e-08
2012-08-25,302.4875,9.88712e-08
2012-08-26,302.33636,1.0049365e-07
2012-08-27,302.4245,1.01665734e-07
2012-08-28,302.71936,9.640475e-08
2012-08-29,303.03387,9.705477e-08
2012-08-30,302.73145,1.0850933e-07
2012-08-31,302.78876,1.0450817e-07
2012-09-01,302.66248,9.128837e-08
2012-09-02,302.55707,9.170482e-08
2012-09-03,303.1902,1.05664796e-07
2012-09-04,303.42413,1.1163504e-07
2012-09-05,302.73004,1.1138073e-07
2012-09-06,302.35977,1.1339067e-07
2012-09-07,302.365,9.845162e-08
2012-09-08,302.14795,9.029393e-08
2012-09-09,301.7484,9.107742e-08
2012-09-10,301.93753,1.0176801e-07
2012-09-11,301.78082,1.0797417e-07
2012-09-12,301.9645,1.02590676e-07
2012-09-13,301.96393,1.0532855e-07
2012-09-14,301.4322,9.2479766e-08
2012-09-15,301.63675,7.580449e-08
2012-09-16,301.88638,8.7395804e-08
2012-09-17,302.076,9.99998e-08
2012-09-18,302.05945,1.0317437e-07
2012-09-19,301.16754,8.16536e-08
2012-09-20,300.81128,7.285192e-08
2012-09-21,300.00418,6.373695e-08
2012-09-22,300.03052,7.6243396e-08
2012-09-23,299.5935,7.21288e-08
2012-09-24,299.77094,7.138736e-08
2012-09-25,299.83292,6.516228e-08
2012-09-26,299.65826,6.232282e-08
2012-09-27,299.514,6.34082e-08
2012-09-28,299.51477,6.8574344e-08
2012-09-29,299.4303,6.823807e-08
2012-09-30,299.18726,6.5835046e-08
2012-10-01,299.17218,6.926781e-08
2012-10-02,299.5032,6.830554e-08
2012-10-03,299.49075,7.492196e-08
2012-10-04,299.72913,7.4036876e-08
2012-10-05,299.51276,6.993763e-08
2012-10-06,299.16165,7.103174e-08
2012-10-07,299.10693,6.8836854e-08
2012-10-08,298.3863,7.086052e-08
2012-10-09,298.51453,6.670298e-08
2012-10-10,298.41895,6.9491804e-08
2012-10-11,298.20642,6.40905e-08
2012-10-12,298.56815,6.42691e-08
2012-10-13,298.7103,7.170441e-08
2012-10-14,298.70407,7.839918e-08
2012-10-15,298.91418,8.3717794e-08
2012-10-16,298.49792,8.4131464e-08
2012-10-17,298.05072,8.5752696e-08
2012-10-18,298.4699,9.347484e-08
2012-10-19,298.94464,1.3535663e-07
2012-10-20,298.9933,1.3518824e-07
2012-10-21,298.83524,1.2055519e-07
2012-10-22,298.67596,1.1317965e-07
2012-10-23,298.57938,9.6403895e-08
2012-10-24,299.30933,1.2857893e-07
2012-10-25,299.16376,1.4136029e-07
2012-10-26,299.516,1.240998e-07
2012-10-27,299.14163,1.0953376e-07
2012-10-28,298.4781,1.282013e-07
2012-10-29,297.88257,1.2336794e-07
2012-10-30,298.34955,1.0267692e-07
2012-10-31,298.55173,1.0686793e-07
2012-11-01,298.6575,1.13758055e-07
2012-11-02,298.7931,1.0418251e-07
2012-11-03,298.59387,9.624427e-08
2012-11-04,298.48248,9.924754e-08
2012-11-05,298.37613,9.9107055e-08
2012-11-06,298.27536,1.0516049e-07
2012-11-07,297.98685,1.2827779e-07
2012-11-08,298.20383,1.2424084e-07
2012-11-09,298.86108,1.406195e-07
2012-11-10,298.5545,1.4795606e-07
2012-11-11,297.92508,1.2748492e-07
2012-11-12,298.0287,1.315444e-07
2012-11-13,298.16678,1.1393988e-07
2012-11-14,298.01324,9.478482e-08
2012-11-15,298.20868,8.185045e-08
2012-11-16,298.3521,8.3695305e-08
2012-11-17,298.68253,1.14069024e-07
2012-11-18,298.42584,1.4604365e-07
2012-11-19,298.11298,1.3808112e-07
2012-11-20,298.12924,1.145018e-07
2012-11-21,297.98868,1.0855496e-07
2012-11-22,298.07217,9.7477795e-08
2012-11-23,298.4239,1.375316e-07
2012-11-24,298.3613,1.6223295e-07
2012-11-25,298.25806,1.2727313e-07
2012-11-26,298.43375,1.2965772e-07
2012-11-27,298.0274,1.2200339e-07
2012-11-28,298.16516,1.1354284e-07
2012-11-29,297.92096,1.0908701e-07
2012-11-30,298.31958,1.1269702e-07
2012-12-01,298.34717,9.256374e-08
2012-12-02,298.4147,1.05178835e-07
2012-12-03,298.1655,1.063561e-07
2012-12-04,297.97034,1.1489615e-07
2012-12-05,297.86597,1.0068694e-07
2012-12-06,297.6396,9.461377e-08
2012-12-07,297.63635,1.16613876e-07
2012-12-08,297.94525,2.2619932e-07
2012-12-09,298.2336,2.3246449e-07
2012-12-10,298.11826,1.9540195e-07
2012-12-11,297.76132,1.7457003e-07
2012-12-12,297.4652,1.5176285e-07
2012-12-13,296.7472,1.18623404e-07
2012-12-14,297.03232,1.03959685e-07
2012-12-15,297.7066,9.4534194e-08
2012-12-16,298.14722,8.078942e-08
2012-12-17,298.24188,6.420726e-08
2012-12-18,298.30994,7.2037174e-08
2012-12-19,298.6669,1.2538352e-07
2012-12-20,298.60016,1.3003117e-07
2012-12-21,298.05136,1.0442518e-07
2012-12-22,297.75208,1.1856839e-07
2012-12-23,298.0271,1.0262754e-07
2012-12-24,298.24808,1.1361766e-07
2012-12-25,297.63715,1.2752837e-07
2012-12-26,296.99774,1.2034764e-07
2012-12-27,296.88385,1.0478805e-07
2012-12-28,297.74747,1.01169746e-07
2012-12-29,298.01907,1.2411732e-07
2012-12-30,297.8359,1.0971028e-07
2012-12-31,297.3183,1.1793798e-07
2013-01-01,297.2786,1.17973336e-07
2013-01-02,297.29224,1.2106067e-07
2013-01-03,297.09637,1.1967528e-07
2013-01-04,297.12952,1.1486679e-07
2013-01-05,297.20468,1.0783763e-07
2013-01-06,297.63092,1.00161394e-07
2013-01-07,297.42407,9.165795e-08
2013-01-08,297.24774,1.00418944e-07
2013-01-09,297.11694,1.0423433e-07
2013-01-10,297.06564,1.1590711e-07
2013-01-11,296.97736,1.2100014e-07
2013-01-12,297.28168,1.2262512e-07
2013-01-13,297.20825,1.3393517e-07
2013-01-14,297.23035,1.3282866e-07
2013-01-15,297.19244,1.3795793e-07
2013-01-16,297.17563,1.3575696e-07
2013-01-17,296.4611,1.1729834e-07
2013-01-18,296.1142,1.4229008e-07
2013-01-19,296.8621,1.1159624e-07
2013-01-20,297.0508,1.0062985e-07
2013-01-21,296.8285,9.583156e-08
2013-01-22,296.69525,9.4178574e-08
2013-01-23,296.4387,1.0304576e-07
2013-01-24,296.85168,1.08546686e-07
2013-01-25,296.52878,1.2365216e-07
2013-01-26,296.68915,1.1517403e-07
2013-01-27,296.992,1.1666215e-07
2013-01-28,296.6522,1.07799835e-07
2013-01-29,296.54633,1.0674781e-07
2013-01-30,296.63214,1.0594293e-07
2013-01-31,296.9598,1.1161374e-07
2013-02-01,297.23886,1.1709851e-07
2013-02-02,297.11685,1.238243e-07
2013-02-03,296.8241,1.1789179e-07
2013-02-04,297.72195,1.229708e-07
2013-02-05,296.48746,1.3396536e-07
2013-02-06,296.1319,1.2964857e-07
2013-02-07,296.20837,1.1667035e-07
2013-02-08,296.21484,1.02378515e-07
2013-02-09,296.81137,9.5563436e-08
2013-02-10,296.11966,1.02683714e-07
2013-02-11,296.08408,1.06768404e-07
2013-02-12,295.97803,1.0191819e-07
2013-02-13,295.87332,1.0434161e-07
2013-02-14,296.13498,1.0496226e-07
2013-02-15,296.55472,1.05732646e-07
2013-02-16,296.78336,1.18390844e-07
2013-02-17,296.2116,1.2324014e-07
2013-02-18,295.6219,1.14062004e-07
2013-02-19,295.40466,1.1423648e-07
2013-02-20,295.60272,1.01589414e-07
2013-02-21,295.7953,9.532269e-08
2013-02-22,296.26215,8.312214e-08
2013-02-23,296.11694,8.005039e-08
2013-02-24,295.90417,8.080872e-08
2013-02-25,296.0047,7.0789234e-08
2013-02-26,296.91553,7.65201e-08
2013-02-27,296.87875,1.14439786e-07
2013-02-28,296.21365,1.2699134e-07
2013-03-01,295.72498,9.596317e-08
2013-03-02,296.06982,9.432772e-08
2013-03-03,297.01367,9.8746966e-08
2013-03-04,296.7906,1.3701263e-07
2013-03-05,296.32507,1.5065334e-07
2013-03-06,296.28485,1.3451606e-07
2013-03-07,296.4176,1.4863062e-07
2013-03-08,296.39816,1.5588968e-07
2013-03-09,296.69543,1.4922338e-07
2013-03-10,297.1009,1.4527588e-07
2013-03-11,297.8111,1.4077017e-07
2013-03-12,297.67328,1.2304761e-07
2013-03-13,297.4275,1.1602662e-07
2013-03-14,297.127,1.1749805e-07
2013-03-15,296.92825,1.3390525e-07
2013-03-16,296.61133,1.3310284e-07
2013-03-17,296.56226,1.0738323e-07
2013-03-18,297.16513,8.884782e-08
2013-03-19,297.38663,8.194198e-08
2013-03-20,297.79733,7.9619284e-08
2013-03-21,297.63177,1.0211326e-07
2013-03-22,297.98212,1.0229738e-07
2013-03-23,297.99503,9.2668955e-08
2013-03-24,298.00336,9.650579e-08
2013-03-25,297.88977,9.861479e-08
2013-03-26,298.06934,9.378151e-08
2013-03-27,297.95105,9.7979004e-08
2013-03-28,297.67126,9.665714e-08
2013-03-29,297.2983,9.581103e-08
2013-03-30,297.49777,9.520633e-08
2013-03-31,297.74466,9.082368e-08
2013-04-01,297.4698,9.238347e-08
2013-04-02,297.44604,9.164036e-08
2013-04-03,297.84167,9.097138e-08
2013-04-04,297.9765,9.456299e-08
2013-04-05,297.71356,8.9375064e-08
2013-04-06,297.84222,8.356359e-08
2013-04-07,298.1304,7.2439555e-08
2013-04-08,298.50876,7.449991e-08
2013-04-09,299.05917,7.4348534e-08
2013-04-10,298.3287,7.195777e-08
2013-04-11,298.10437,7.469269e-08
2013-04-12,298.59653,6.483357e-08
2013-04-13,298.58154,6.451948e-08
2013-04-14,298.6855,6.760665e-08
2013-04-15,298.48718,7.9286636e-08
2013-04-16,298.5302,8.2700105e-08
2013-04-17,298.46045,7.481166e-08
2013-04-18,299.0678,7.761321e-08
2013-04-19,299.12347,7.627531e-08
2013-04-20,299.00763,8.0060225e-08
2013-04-21,299.16687,7.321254e-08
2013-04-22,299.12958,5.576633e-08
2013-04-23,299.59824,4.64704e-08
2013-04-24,299.4079,4.752124e-08
2013-04-25,299.22327,7.056842e-08
2013-04-26,299.37408,7.4684024e-08
2013-04-27,299.6765,7.242776e-08
2013-04-28,299.50708,6.954965e-08
2013-04-29,299.22662,7.6698555e-08
2013-04-30,299.49673,7.336226e-08
2013-05-01,299.90424,6.794824e-08
2013-05-02,299.77737,6.66767e-08
2013-05-03,299.70285,6.0614724e-08
2013-05-04,299.60303,7.084624e-08
2013-05-05,299.95026,8.0018744e-08
2013-05-06,299.9414,7.658396e-08
2013-05-07,299.6471,8.019122e-08
2013-05-08,299.52606,8.128977e-08
2013-05-09,299.7144,7.435662e-08
2013-05-10,299.94934,7.278739e-08
2013-05-11,299.5428,7.907824e-08
2013-05-12,300.45697,8.90926e-08
2013-05-13,300.93375,9.509439e-08
2013-05-14,301.06635,9.272027e-08
2013-05-15,300.80957,8.644276e-08
2013-05-16,300.13083,8.7212676e-08
2013-05-17,299.29053,8.0393434e-08
2013-05-18,299.33786,7.557964e-08
2013-05-19,300.17703,7.9422215e-08
2013-05-20,300.25943,8.258448e-08
2013-05-21,300.3139,7.3302246e-08
2013-05-22,300.38022,6.951635e-08
2013-05-23,300.53958,6.964207e-08
2013-05-24,300.72214,7.676642e-08
2013-05-25,300.93585,8.1979834e-08
2013-05-26,301.14343,9.5201806e-08
2013-05-27,301.65253,8.884101e-08
2013-05-28,301.82434,8.4848864e-08
2013-05-29,301.73856,8.567196e-08
2013-05-30,301.85474,7.673412e-08
2013-05-31,301.96295,8.5376875e-08
2013-06-01,302.28345,8.878155e-08
2013-06-02,302.1597,8.670526e-08
2013-06-03,302.42395,9.058422e-08
2013-06-04,302.36304,9.884688e-08
2013-06-05,302.30032,9.6089664e-08
2013-06-06,302.19928,9.802673e-08
2013-06-07,302.8278,9.418074e-08
2013-06-08,303.19037,9.3487145e-08
2013-06-09,302.94476,9.7079464e-08
2013-06-10,302.58133,9.84199e-08
2013-06-11,302.3485,1.0182368e-07
2013-06-12,302.44864,1.0599792e-07
2013-06-13,302.80557,9.753921e-08
2013-06-14,302.64252,9.9990295e-08
2013-06-15,303.81992,1.00321365e-07
2013-06-16,303.71118,1.0431496e-07
2013-06-17,303.49176,1.0367647e-07
2013-06-18,303.0228,1.0348419e-07
2013-06-19,303.28824,1.0834651e-07
2013-06-20,302.94525,1.1531182e-07
2013-06-21,303.02612,1.0730993e-07
2013-06-22,303.14752,9.4287074e-08
2013-06-23,303.0129,9.47317e-08
2013-06-24,302.9929,9.018639e-08
2013-06-25,303.25732,7.552239e-08
2013-06-26,303.40833,7.899821e-08
2013-06-27,303.0041,8.1334385e-08
2013-06-28,302.7013,8.25859e-08
2013-06-29,302.77484,8.169184e-08
2013-06-30,303.18314,7.175685e-08
2013-07-01,302.90427,7.851657e-08
2013-07-02,303.28143,8.187709e-08
2013-07-03,303.83453,8.371396e-08
2013-07-04,304.2227,7.855826e-08
2013-07-05,303.8381,8.270314e-08
2013-07-06,303.78354,8.694944e-08
2013-07-07,303.53278,7.96114e-08
2013-07-08,303.66415,9.15893e-08
2013-07-09,304.5349,9.414357e-08
2013-07-10,304.1134,9.899978e-08
2013-07-11,303.98358,1.0387473e-07
2013-07-12,303.2867,1.02806425e-07
2013-07-13,304.16364,1.0131e-07
2013-07-14,304.28702,1.0548521e-07
2013-07-15,303.85443,1.06185034e-07
2013-07-16,304.0769,1.0430368e-07
2013-07-17,304.00183,1.0702664e-07
2013-07-18,304.39145,1.1508336e-07
2013-07-19,304.0099,1.10614664e-07
2013-07-20,303.6426,1.0655401e-07
2013-07-21,303.61856,1.0159979e-07
2013-07-22,303.13214,1.03783165e-07
2013-07-23,303.4446,9.540348e-08
2013-07-24,303.42654,9.902121e-08
2013-07-25,303.43387,9.869004e-08
2013-07-26,304.30298,9.466719e-08
2013-07-27,304.35046,7.9245204e-08
2013-07-28,303.5251,8.678154e-08
2013-07-29,302.84567,9.430988e-08
2013-07-30,303.07944,9.677038e-08
2013-07-31,304.05652,8.7165155e-08
2013-08-01,304.59595,8.2659376e-08
2013-08-02,304.8548,9.946605e-08
2013-08-03,304.75806,1.141722e-07
2013-08-04,304.24442,1.048687e-07
2013-08-05,303.65662,8.99894e-08
2013-08-06,303.1964,9.482129e-08
2013-08-07,303.18448,9.9462994e-08
2013-08-08,302.5932,1.0293252e-07
2013-08-09,302.2525,9.346189e-08
2013-08-10,302.2871,8.4733415e-08
2013-08-11,302.1416,8.3310034e-08
2013-08-12,302.46906,8.33171e-08
2013-08-13,302.06097,8.687386e-08
2013-08-14,302.1118,9.1207795e-08
2013-08-15,302.05835,8.463038e-08
2013-08-16,302.34467,7.549953e-08
2013-08-17,301.9865,9.092777e-08
2013-08-18,301.475,8.233039e-08
2013-08-19,302.04987,8.705726e-08
2013-08-20,301.9564,8.797758e-08
2013-08-21,302.18372,8.674631e-08
2013-08-22,302.47513,8.485428e-08
2013-08-23,302.28503,8.742541e-08
2013-08-24,302.54932,8.168142e-08
2013-08-25,303.01117,1.01223115e-07
2013-08-26,302.96555,9.380697e-08
2013-08-27,302.85513,9.213531e-08
2013-08-28,302.79376,9.2295274e-08
2013-08-29,302.80017,9.1885795e-08
2013-08-30,302.02115,9.46589e-08
2013-08-31,301.8871,8.498589e-08
2013-09-01,301.26138,7.073724e-08
2013-09-02,300.84283,7.159079e-08
2013-09-03,300.66565,6.256743e-08
2013-09-04,300.91302,6.474323e-08
2013-09-05,300.83102,6.677904e-08
2013-09-06,301.14172,8.049835e-08
2013-09-07,301.52304,9.692507e-08
2013-09-08,301.70456,9.631031e-08
2013-09-09,301.76917,8.670672e-08
2013-09-10,301.68695,9.3013796e-08
2013-09-11,301.24033,9.932701e-08
2013-09-12,301.0868,9.3662806e-08
2013-09-13,300.1335,6.822522e-08
2013-09-14,299.80933,6.729698e-08
2013-09-15,300.1298,7.028174e-08
2013-09-16,300.74,8.119119e-08
2013-09-17,301.357,8.768189e-08
2013-09-18,301.3125,8.521556e-08
